Symbol,5 Day,20 Day,50 Day,100 Day,200 Day,Ratio,Group
SOUN,0.65,12.94,-28.81,99.73,100.13,0.0018,Leaders
BROS,12.11,-2.85,27.9,98.98,88.56,0.0122,Leaders
ARQT,3.67,43.15,15.77,98.3,110.42,0.003,Leaders
ALLT,15.52,6.93,-2.99,98.1,210.16,0.0012,Leaders
VRNA,-1.3,5.4,47.09,97.92,442.9,0.0116,Leaders
ADPT,13.23,6.46,31.99,95.3,146.46,0.0015,Leaders
ORGO,7.43,74.04,75.71,94.27,106.94,0.0009,Leaders
SLQT,5.32,-8.09,-3.55,93.2,14.79,0.0007,Leaders
XPEV,-14.54,21.52,78.74,92.88,155.07,0.0037,Leaders
GEO,9.14,17.18,-3.73,92.4,83.98,0.005,Leaders
NIU,19.17,86.36,144.83,87.48,107.33,0.0007,Leaders
SRAD,11.29,11.29,26.41,87.31,112.48,0.004,Leaders
RDUS,-1.0,122.97,160.75,87.28,76.9,0.005,Leaders
RBRK,2.07,12.08,18.8,87.14,129.89,0.0127,Leaders
BB,-3.4,-13.56,12.18,86.47,54.84,0.0008,Leaders
XERS,15.07,59.72,77.25,84.14,144.02,0.001,Leaders
AVXL,2.83,19.95,-13.38,84.1,124.25,0.0017,Leaders
TGTX,2.15,50.43,50.65,83.1,153.86,0.0074,Leaders
RKLB,4.18,-6.53,-23.59,81.47,363.2,0.0035,Leaders
SEI,15.14,-25.34,-14.87,80.48,178.46,0.0041,Leaders
TNXP,85.78,251.5,19.89,80.17,-102.64,0.0053,Leaders
HOOD,13.46,0.46,21.05,79.41,123.72,0.0084,Leaders
ORLA,-3.9,33.53,56.9,78.8,119.03,0.0016,Leaders
SSRM,-3.27,6.85,46.87,76.47,120.51,0.0019,Leaders
GRPN,10.95,54.4,49.76,76.21,10.69,0.0031,Leaders
WGS,7.61,12.23,9.4,76.13,319.17,0.0179,Leaders
TGI,-1.31,4.36,39.26,75.27,72.15,0.0044,Leaders
PL,-5.71,-10.74,5.64,74.61,115.72,0.0007,Leaders
ITCI,-1.44,6.04,62.07,74.42,85.02,0.0228,Leaders
AGL,5.04,26.68,107.11,74.34,-36.63,0.0008,Leaders
HIMS,6.21,-23.49,47.94,72.86,70.6,0.0065,Leaders
ATOM,-7.19,5.37,-48.8,72.42,40.1,0.001,Leaders
NNE,5.95,27.12,25.24,72.39,382.49,0.0057,Leaders
COMP,5.15,9.21,74.46,71.09,155.74,0.0017,Leaders
SGHC,2.99,-10.47,22.96,69.85,90.08,0.0012,Leaders
CRK,5.8,9.57,5.71,69.36,68.08,0.0035,Leaders
SWTX,-4.3,-10.63,22.35,66.2,15.67,0.0084,Leaders
EVER,2.04,47.92,56.16,64.34,21.7,0.005,Leaders
EAT,7.2,4.31,13.03,63.15,106.11,0.0267,Leaders
AS,1.77,6.65,-0.93,62.98,85.65,0.0051,Leaders
FINV,6.48,21.13,50.82,62.87,100.79,0.0017,Leaders
OKLO,8.76,-5.7,20.88,62.45,251.68,0.0054,Leaders
OKTA,-0.99,31.66,38.73,61.8,25.36,0.0202,Leaders
DOCS,4.63,-4.9,23.16,61.52,130.41,0.0115,Leaders
NEXT,28.44,24.97,23.13,61.35,9.17,0.0016,Leaders
CRSR,-3.76,-9.57,36.23,60.7,-20.97,0.0017,Leaders
SPOT,-0.42,4.12,28.6,60.18,76.11,0.1048,Leaders
CTOS,7.25,18.56,16.99,59.65,3.2,0.0009,Leaders
SUPV,0.41,4.11,-22.01,59.02,109.44,0.0024,Leaders
ALHC,6.89,31.7,48.53,58.85,113.42,0.003,Leaders
PTVE,-1.35,4.17,4.77,57.22,43.2,0.0031,Leaders
PYCR,-1.49,4.55,3.63,56.87,78.69,0.0039,Leaders
BBIO,11.12,6.28,28.93,56.82,28.19,0.0065,Leaders
GENI,14.83,30.07,26.59,55.75,106.62,0.0019,Leaders
BTDR,9.54,-7.46,-34.75,55.41,53.94,0.002,Leaders
CADL,-3.55,-17.38,1.74,55.34,-1.29,0.0015,Leaders
PRA,45.79,67.74,55.32,55.1,56.9,0.004,Leaders
IONQ,3.14,-12.78,-11.11,54.71,229.78,0.0045,Leaders
AKRO,-1.05,-5.51,74.87,54.4,125.55,0.0078,Leaders
RDDT,-2.12,-20.93,-24.82,54.26,120.25,0.0217,Leaders
PRTH,2.51,-21.51,-26.84,53.74,82.67,0.0014,Leaders
PLYA,-1.63,3.57,9.2,53.57,47.1,0.0023,Leaders
URBN,7.41,2.81,-3.62,53.04,19.52,0.0093,Leaders
TPR,4.69,-6.28,13.52,52.15,71.55,0.0131,Leaders
TWLO,4.21,-6.35,-1.77,51.5,78.29,0.0184,Leaders
ADTN,1.09,-7.77,-7.56,50.62,65.31,0.0016,Leaders
ANGO,3.48,3.6,-19.56,50.48,48.5,0.0017,Leaders
OUST,30.45,39.52,-8.21,49.57,-9.71,0.0019,Leaders
PDCO,-1.56,4.02,3.68,49.55,21.24,0.0054,Leaders
CXW,-0.18,15.34,-8.77,49.49,15.43,0.0035,Leaders
AR,4.31,12.34,11.39,49.26,13.25,0.0071,Leaders
YMM,-4.11,15.99,28.28,49.25,42.59,0.0023,Leaders
DAN,0.17,0.08,31.49,48.61,2.0,0.0026,Leaders
PCRX,4.93,1.98,36.24,48.29,-27.61,0.0043,Leaders
SWI,-1.19,4.26,33.41,47.78,50.72,0.0032,Leaders
DB,1.75,23.8,45.42,47.73,41.98,0.0043,Leaders
KD,-2.19,-1.32,-3.82,47.44,26.59,0.0061,Leaders
BBVA,-4.11,13.2,41.78,46.68,32.84,0.0025,Leaders
BKSY,-2.48,-34.65,-5.84,46.38,-3.55,0.0016,Leaders
SAN,-0.03,17.45,52.55,46.11,31.55,0.0012,Leaders
RBLX,5.76,3.78,1.14,45.88,65.8,0.0106,Leaders
EQT,2.9,11.43,13.08,45.81,25.59,0.0094,Leaders
MFG,0.09,9.33,18.88,45.2,34.1,0.001,Leaders
AMPS,-2.03,4.63,23.33,45.14,12.67,0.0009,Leaders
WBD,3.05,2.52,11.59,45.04,24.13,0.0019,Leaders
CLS,7.31,-6.23,0.12,44.8,80.68,0.0173,Leaders
HNST,-1.63,-5.57,-16.1,44.55,84.61,0.0009,Leaders
AXSM,1.15,2.42,58.98,44.43,69.81,0.0224,Leaders
NXT,-3.15,0.39,8.82,44.37,-24.99,0.0078,Leaders
SONY,1.47,5.5,24.21,44.11,37.87,0.0044,Leaders
ICL,-9.05,-0.33,15.67,43.97,18.37,0.001,Leaders
MSTR,12.46,22.33,3.76,43.96,95.86,0.0582,Leaders
MUFG,3.93,19.99,23.66,43.85,26.84,0.0025,Leaders
PGNY,3.82,-0.65,23.37,43.42,-27.78,0.0038,Leaders
TIGR,9.16,28.15,44.05,43.35,109.02,0.0015,Leaders
TSSI,6.7,-13.87,-11.36,43.05,411.51,0.0018,Leaders
LQDA,4.25,2.16,28.23,42.93,0.82,0.0027,Leaders
LFMD,5.2,10.25,22.15,42.89,-27.99,0.0011,Leaders
ACMR,-9.1,21.7,82.56,42.81,25.66,0.0048,Leaders
ERJ,-11.02,22.77,34.03,42.67,63.98,0.0086,Leaders
MP,-2.49,12.63,39.08,42.65,62.71,0.0046,Leaders
RELY,5.75,-11.61,-6.84,42.61,53.1,0.0036,Leaders
NFE,20.69,15.71,-12.42,42.13,-56.96,0.0021,Leaders
BBAR,1.57,4.29,-12.78,42.04,106.7,0.0033,Leaders
RUM,-2.86,-14.66,-28.7,41.72,23.84,0.0014,Leaders
YPF,-1.66,3.03,-17.64,41.71,69.35,0.0063,Leaders
SNOW,2.71,-0.93,3.87,41.31,10.1,0.0283,Leaders
SLM,2.34,3.49,13.7,40.9,38.12,0.0053,Leaders
PTCT,-1.87,17.62,29.17,40.65,41.44,0.0099,Leaders
NET,5.19,-12.66,9.66,40.32,73.2,0.0215,Leaders
DNOW,8.35,2.65,30.94,40.3,13.26,0.0029,Leaders
MRCY,-1.31,13.51,9.01,40.11,44.61,0.0081,Leaders
HIMX,-8.67,-10.94,11.57,39.98,28.4,0.0015,Leaders
EYE,11.22,20.33,31.67,39.72,-20.16,0.0024,Leaders
KODK,-8.65,-5.5,8.07,39.37,10.3,0.0011,Leaders
UNFI,1.99,-8.92,-2.31,39.06,117.11,0.0048,Leaders
SHOP,11.51,-1.76,4.07,38.94,71.09,0.0189,Leaders
LTH,5.43,8.35,40.25,38.81,79.12,0.0056,Leaders
BABA,-10.5,7.82,63.23,38.74,66.15,0.0233,Leaders
GRND,5.34,-1.18,7.16,38.7,85.0,0.0031,Leaders
PBI,1.79,-5.25,36.49,38.62,75.64,0.0017,Leaders
UGI,-1.33,4.29,20.2,38.6,32.95,0.0057,Leaders
LRN,1.2,-2.88,17.55,38.1,73.66,0.0217,Leaders
FRSH,3.17,-3.66,1.31,37.96,16.89,0.0028,Leaders
MPW,-0.3,31.28,60.92,37.39,10.63,0.0011,Leaders
AXGN,-2.34,4.38,21.41,37.06,155.58,0.0031,Leaders
HSBC,-1.35,10.94,23.65,36.91,28.27,0.0101,Leaders
AROC,4.68,9.42,11.1,36.84,40.36,0.0047,Leaders
UNM,0.49,15.08,17.43,36.59,53.59,0.0144,Leaders
KTOS,0.38,36.98,14.95,36.52,45.17,0.0056,Leaders
PRVA,1.3,1.2,16.83,36.22,28.0,0.0041,Leaders
VRSN,1.24,8.84,18.46,36.06,28.23,0.0425,Leaders
EXEL,0.26,5.19,11.88,36.04,64.5,0.0065,Leaders
RMBS,6.37,1.46,5.68,36.03,-0.04,0.0102,Leaders
HWM,3.65,8.65,20.93,35.13,56.78,0.0236,Leaders
BZ,-3.88,28.67,52.77,35.08,-14.43,0.0035,Leaders
SFIX,4.22,-22.32,-20.37,34.97,33.32,0.0007,Leaders
RDW,3.38,-26.18,-26.33,34.92,114.88,0.002,Leaders
DATS,-13.47,-12.35,-30.16,34.86,72.51,0.0004,Leaders
LZ,-4.66,7.65,22.62,34.85,2.69,0.0016,Leaders
CRDF,-8.05,-13.28,-0.52,34.62,16.08,0.0007,Leaders
EH,-10.54,1.39,59.08,34.4,30.62,0.004,Leaders
MT,-2.41,17.88,48.24,34.35,15.29,0.0055,Leaders
ALKS,-0.41,1.55,24.96,34.04,38.1,0.006,Leaders
LW,-1.01,6.74,-8.35,-28.44,-45.4,0.0094,Laggards
BF-B,-7.02,7.37,-2.83,-28.54,-33.44,0.0059,Laggards
DQ,-9.49,-7.56,-9.23,-28.59,-26.57,0.0031,Laggards
BCE,-6.61,-2.87,-2.15,-28.7,-38.88,0.0039,Laggards
EIX,-2.26,15.78,-13.15,-28.73,-30.06,0.0102,Laggards
NVRI,9.53,8.5,-13.59,-28.74,-32.4,0.0012,Laggards
MODG,6.85,6.74,-17.48,-28.86,-64.36,0.0012,Laggards
LEN,-2.81,1.73,-6.18,-28.96,-31.22,0.0204,Laggards
KYMR,-3.92,-0.95,-14.29,-29.08,-3.49,0.0058,Laggards
HLIT,-3.24,6.79,-19.89,-29.14,-21.71,0.0018,Laggards
THS,-7.99,-13.19,-21.62,-29.19,-38.19,0.0045,Laggards
MPWR,-3.61,-0.2,3.67,-29.49,-22.14,0.1089,Laggards
SG,6.7,19.17,-16.38,-29.58,-24.71,0.0045,Laggards
WVE,-2.61,-0.31,-16.89,-29.61,53.42,0.0017,Laggards
CORZ,4.65,-1.97,-31.19,-29.67,27.31,0.0016,Laggards
STOK,-9.52,1.13,-4.93,-29.7,-56.86,0.0014,Laggards
CNR,2.11,2.48,-26.53,-29.73,-33.0,0.013,Laggards
UUUU,-3.01,-2.32,-18.01,-29.77,-41.55,0.0007,Laggards
FOXF,2.66,2.83,-8.13,-29.94,-52.49,0.0045,Laggards
INFA,-1.03,-0.38,-25.1,-29.95,-42.44,0.0032,Laggards
PRM,-0.31,-6.54,-20.58,-30.16,18.74,0.0016,Laggards
OMI,-7.71,48.68,-33.12,-30.17,-55.29,0.0016,Laggards
ASH,-1.68,-7.45,-15.54,-30.21,-49.59,0.0099,Laggards
RILY,-10.15,-6.53,-8.95,-30.27,-91.53,0.0007,Laggards
ONTO,0.42,-7.16,-24.14,-30.36,-41.57,0.0244,Laggards
GDOT,4.28,-1.91,-13.0,-30.42,-26.83,0.0014,Laggards
SMG,-6.2,0.94,-9.63,-30.57,-14.64,0.0101,Laggards
NXE,5.63,-2.91,-22.74,-30.64,-38.37,0.0009,Laggards
SSL,-8.07,-11.6,-5.37,-30.67,-44.09,0.0007,Laggards
ASC,-1.13,3.21,-16.64,-30.72,-61.85,0.0018,Laggards
GES,-8.52,2.51,-10.55,-30.73,-55.52,0.002,Laggards
OCUL,-5.66,16.83,-11.55,-30.9,34.77,0.0013,Laggards
XRAY,-0.28,-13.46,-13.63,-30.95,-50.8,0.0027,Laggards
FMC,-3.81,13.56,-14.47,-31.15,-32.98,0.0072,Laggards
EXAS,2.6,-4.57,-14.37,-31.16,-0.62,0.0082,Laggards
AMKR,-0.15,-5.44,-20.72,-31.25,-44.42,0.0034,Laggards
CACI,-5.84,17.15,-8.14,-31.43,-21.02,0.0644,Laggards
RXO,-0.67,0.45,-21.94,-31.72,-15.67,0.0033,Laggards
LSPD,-7.57,-20.15,-32.56,-31.78,-40.41,0.0017,Laggards
WFRD,-4.44,-13.31,-22.5,-31.81,-60.06,0.0093,Laggards
LILAK,-4.85,-0.74,2.24,-31.92,-34.23,0.0011,Laggards
BMBL,-6.02,-9.78,-34.09,-31.93,-68.44,0.0008,Laggards
IMNM,-11.47,-9.23,-21.0,-32.0,-51.44,0.0014,Laggards
VRDN,-5.25,0.65,-16.72,-32.23,24.28,0.0027,Laggards
TXG,-5.07,-4.37,-31.82,-32.23,-60.7,0.0018,Laggards
JACK,-5.04,-11.96,-16.01,-32.29,-52.73,0.0053,Laggards
ADNT,-2.27,-14.95,-15.43,-32.48,-59.37,0.0024,Laggards
EWTX,-13.21,-2.95,-5.52,-32.49,25.0,0.0041,Laggards
PRG,3.77,2.04,-29.54,-32.53,-32.07,0.0048,Laggards
EYPT,-6.0,10.88,-27.86,-32.56,-40.24,0.0011,Laggards
SIG,25.09,23.84,-15.19,-32.6,-51.55,0.0106,Laggards
ZIP,0.55,-9.02,-8.03,-32.82,-45.1,0.0011,Laggards
NVO,-7.64,-13.24,-9.49,-32.86,-54.96,0.0131,Laggards
FL,-3.94,-7.24,-19.49,-32.87,-50.07,0.0028,Laggards
FRPT,-2.26,-13.89,-36.8,-32.88,-40.96,0.0154,Laggards
CAVA,13.31,-9.72,-18.63,-32.93,-6.75,0.0157,Laggards
SDRL,3.78,-6.02,-28.88,-33.01,-55.8,0.0045,Laggards
GXO,-3.3,6.84,-6.81,-33.01,-28.14,0.007,Laggards
AVDL,-5.14,7.12,-17.66,-33.08,-53.83,0.0015,Laggards
VERA,-4.91,3.46,-33.1,-33.23,-40.21,0.0047,Laggards
XPOF,-12.18,-38.87,-41.46,-33.38,-20.42,0.0014,Laggards
WGO,-3.86,-13.99,-24.77,-33.47,-49.55,0.0061,Laggards
TNDM,2.99,-33.26,-42.45,-33.53,-68.72,0.0036,Laggards
PCVX,-3.5,-6.02,-6.39,-33.94,-4.94,0.0128,Laggards
CMTG,-1.87,45.77,7.7,-34.13,-56.14,0.0007,Laggards
CSAN,-4.72,13.05,1.25,-34.38,-54.26,0.0009,Laggards
GCT,3.67,-9.28,-17.32,-34.39,-58.94,0.0027,Laggards
FSLR,-4.79,-12.15,-30.05,-34.4,-60.6,0.0223,Laggards
BRY,-2.27,-17.57,-24.52,-34.68,-52.9,0.0006,Laggards
MANH,-0.31,4.18,-32.14,-34.75,-26.02,0.0309,Laggards
AEO,4.11,-4.88,-19.87,-34.77,-48.94,0.0022,Laggards
STNG,-2.42,-1.09,-21.14,-34.84,-58.34,0.0069,Laggards
CLVT,-3.99,-5.8,-16.12,-34.92,-34.67,0.0007,Laggards
MRNA,-3.18,4.4,-18.3,-34.94,-85.49,0.0059,Laggards
IMVT,-4.53,-1.24,-15.19,-34.97,-31.95,0.0034,Laggards
NSSC,-3.85,5.18,-27.0,-34.99,-58.8,0.0043,Laggards
EBS,-2.67,-16.37,-40.67,-35.14,-5.94,0.001,Laggards
NEOG,-6.36,-11.37,-29.67,-35.15,-53.28,0.0015,Laggards
ON,2.07,-10.85,-19.11,-35.19,-45.13,0.0079,Laggards
SHLS,0.52,-22.29,-42.12,-35.33,-62.82,0.0006,Laggards
CZR,-1.45,-16.12,-9.49,-35.63,-29.78,0.0049,Laggards
IDYA,-4.45,-9.16,-22.65,-35.85,-60.85,0.0032,Laggards
PBF,-13.42,-10.27,-23.81,-36.83,-64.55,0.0034,Laggards
EWCZ,-0.68,-30.86,-31.0,-36.84,-72.74,0.0007,Laggards
MNRO,-2.28,-4.69,-21.19,-37.06,-37.92,0.0029,Laggards
ILMN,1.1,-2.72,-34.44,-37.29,-20.34,0.0153,Laggards
CRNX,0.47,7.42,-23.35,-37.29,-33.07,0.0062,Laggards
OLN,0.1,-0.15,-17.11,-37.36,-58.18,0.0044,Laggards
IE,4.66,9.73,-0.61,-37.4,-40.79,0.0012,Laggards
WING,2.32,-2.15,-17.41,-37.4,-50.03,0.0386,Laggards
WNC,-3.92,4.06,-31.4,-37.44,-56.13,0.0019,Laggards
FNKO,-0.1,-40.8,-47.11,-37.44,-31.59,0.0013,Laggards
COGT,-1.49,2.8,-6.21,-37.48,-24.91,0.0013,Laggards
PII,-4.08,-1.66,-18.82,-37.55,-53.26,0.0074,Laggards
AMN,-2.04,-5.25,-5.07,-37.57,-63.97,0.0042,Laggards
LPRO,-17.23,-31.82,-37.01,-37.62,-59.82,0.0006,Laggards
ARKO,3.14,-40.76,-32.43,-37.7,-40.62,0.0007,Laggards
TTEK,-1.87,1.44,-23.75,-37.82,-37.37,0.0051,Laggards
CAL,5.88,11.38,-15.86,-37.84,-56.7,0.0031,Laggards
SHOO,4.85,-24.68,-30.37,-38.01,-45.44,0.0048,Laggards
XNCR,-1.86,-10.41,-42.18,-38.1,-53.87,0.0022,Laggards
CAPR,1.48,-4.49,-1.64,-38.33,119.97,0.0023,Laggards
TROX,-0.53,-2.64,-15.86,-38.34,-70.12,0.0013,Laggards
TFX,-0.36,-16.52,-17.73,-38.46,-42.81,0.0245,Laggards
NABL,-3.58,-22.93,-17.52,-38.53,-53.22,0.0013,Laggards
DENN,-0.1,-22.96,-28.95,-38.63,-54.55,0.0007,Laggards
BTU,6.99,0.66,-20.82,-39.43,-47.69,0.0025,Laggards
CLMT,-5.57,-11.82,-38.19,-39.48,-30.3,0.0022,Laggards
FIP,0.08,-2.76,-33.33,-39.65,-36.53,0.0009,Laggards
BAK,-10.65,-12.95,-1.42,-39.7,-57.22,0.0006,Laggards
GLOB,-6.24,-12.18,-36.7,-39.84,-24.25,0.0225,Laggards
JANX,-0.9,-1.87,-35.0,-39.87,-43.58,0.0055,Laggards
AQST,12.01,13.4,6.38,-40.1,1.17,0.0006,Laggards
PLTK,-6.46,-31.68,-32.08,-40.18,-56.1,0.0008,Laggards
FWRD,5.53,-17.49,-29.66,-40.48,7.23,0.0038,Laggards
ELF,-3.55,-10.3,-46.62,-40.53,-74.81,0.0112,Laggards
BHVN,3.02,-9.03,-18.21,-40.56,-16.04,0.0054,Laggards
CIFR,0.94,-31.94,-34.09,-40.69,-25.88,0.0006,Laggards
ZETA,6.59,-24.0,-12.71,-40.78,-8.94,0.0027,Laggards
STAA,-0.72,13.16,-20.59,-40.83,-64.71,0.0031,Laggards
ANAB,11.7,12.38,32.84,-40.89,-30.15,0.0032,Laggards
NTLA,-4.45,-15.51,-20.0,-40.93,-68.96,0.0016,Laggards
BAH,-10.45,-2.85,-16.22,-41.03,-38.72,0.0182,Laggards
SRPT,-26.32,-24.09,-37.0,-41.1,-45.24,0.0132,Laggards
FLYW,-5.36,-38.35,-43.71,-41.22,-48.83,0.0017,Laggards
PSN,0.46,6.52,-31.64,-41.28,-27.61,0.0105,Laggards
MEG,-8.19,-10.42,-23.46,-41.29,-74.0,0.0027,Laggards
PCT,7.35,-13.01,-13.9,-41.72,46.15,0.0014,Laggards
SPCE,14.8,1.66,-28.98,-42.0,-85.65,0.0007,Laggards
DAWN,-5.78,-28.17,-29.34,-42.38,-43.93,0.0014,Laggards
ACHC,-3.29,-25.24,-33.31,-42.43,-67.72,0.005,Laggards
XRX,-6.66,-25.87,-36.02,-42.64,-66.44,0.001,Laggards
PLAY,10.15,-8.49,-25.43,-42.69,-67.63,0.0037,Laggards
AMPH,1.15,-8.26,-19.76,-42.71,-41.59,0.0049,Laggards
DNLI,-6.03,-24.99,-28.0,-42.86,-37.59,0.0026,Laggards
GCI,0.98,-18.62,-36.29,-42.95,-31.22,0.0005,Laggards
DBRG,-3.09,-16.98,-10.76,-43.2,-37.57,0.0016,Laggards
LBTYK,-3.67,4.36,-3.91,-43.21,-41.59,0.0021,Laggards
ANF,-5.62,-18.73,-45.13,-43.24,-62.23,0.0138,Laggards
GPCR,-5.03,3.7,-19.61,-43.3,-70.23,0.0036,Laggards
RCUS,-1.96,-6.63,-36.33,-43.42,-52.0,0.0016,Laggards
LBTYA,-4.24,5.19,-5.13,-43.77,-42.58,0.002,Laggards
BLMN,1.43,-22.92,-24.97,-44.63,-66.13,0.0015,Laggards
SYRE,0.96,-6.93,-18.27,-44.66,-53.22,0.0033,Laggards
WULF,4.81,-8.55,-34.48,-44.91,29.25,0.0006,Laggards
FTRE,-7.44,-34.51,-46.39,-45.06,-71.22,0.0016,Laggards
DJT,0.56,-14.74,-36.63,-45.36,-62.81,0.0036,Laggards
BYND,-6.46,-9.61,-4.4,-46.3,-65.83,0.0006,Laggards
TERN,6.37,-2.29,-30.53,-46.68,-49.31,0.0006,Laggards
LAZR,-1.78,19.31,-15.59,-46.87,-79.83,0.0011,Laggards
KSS,9.95,-18.65,-26.74,-47.5,-62.96,0.0016,Laggards
FCEL,-20.91,-22.88,-54.61,-47.84,-91.29,0.0009,Laggards
RCKT,-2.76,-9.53,-23.41,-48.07,-69.73,0.0015,Laggards
CRVS,-11.59,7.52,-22.23,-48.16,87.76,0.0007,Laggards
SNBR,-3.9,-49.84,-51.67,-48.19,-65.16,0.0012,Laggards
MAX,1.28,-9.54,-9.6,-48.32,-52.08,0.0017,Laggards
NRIX,-5.86,-17.27,-29.08,-48.52,-25.36,0.0023,Laggards
TTD,3.4,-16.42,-48.62,-49.63,-46.19,0.0103,Laggards
CMPS,-11.74,-12.34,-22.33,-49.78,-68.45,0.0005,Laggards
DNUT,1.7,-35.17,-37.23,-50.58,-53.9,0.001,Laggards
WIT,0.99,-4.61,-8.28,-51.59,-48.69,0.0005,Laggards
XIFR,3.18,6.01,-46.08,-52.78,-78.14,0.0016,Laggards
CE,0.91,15.97,-5.87,-52.9,-67.62,0.0103,Laggards
MYGN,-3.01,-23.97,-29.93,-53.01,-64.33,0.0017,Laggards
ODP,-10.83,-19.99,-32.98,-53.2,-71.79,0.0025,Laggards
HAIN,-8.35,-5.82,-27.75,-54.61,-60.86,0.0007,Laggards
RUN,-10.09,-21.25,-38.11,-54.9,-63.43,0.0011,Laggards
GPRE,-11.27,-17.46,-46.85,-55.26,-79.43,0.0009,Laggards
JELD,-1.15,11.02,-16.65,-55.55,-67.49,0.0011,Laggards
KURA,3.31,0.69,0.88,-55.61,-72.2,0.0013,Laggards
MATV,5.3,0.03,-29.59,-56.07,-68.41,0.0012,Laggards
WOLF,5.03,4.87,11.19,-56.17,-85.41,0.0011,Laggards
AMRC,10.05,-25.85,-49.82,-56.99,-71.78,0.0022,Laggards
IRBT,-10.38,-51.72,-65.48,-57.25,-73.2,0.0006,Laggards
PHAT,33.7,26.26,-3.21,-58.49,-45.78,0.0011,Laggards
DYN,-0.98,-5.23,-43.7,-58.98,-69.55,0.0021,Laggards
EVH,-4.73,-1.31,-20.63,-59.0,-65.08,0.0017,Laggards
VKTX,-3.47,3.88,-25.34,-61.78,-56.93,0.0051,Laggards
OLMA,-4.55,-6.77,-22.32,-61.9,-78.12,0.0007,Laggards
ASPN,-5.44,-5.4,-43.73,-62.09,-84.63,0.0012,Laggards
IOVA,-4.57,-30.99,-46.83,-65.28,-64.19,0.0006,Laggards
ARVN,-2.66,-44.99,-54.01,-66.08,-79.43,0.0015,Laggards
PHUN,1.39,-4.48,-39.2,-70.34,-56.61,0.0005,Laggards
BZAI,-6.99,-10.68,-72.99,-71.33,-80.43,0.0006,Laggards
TNON,-14.31,-22.86,-44.59,-72.29,-91.51,0.0002,Laggards
FLNC,-3.66,-15.97,-66.44,-73.65,-85.28,0.0009,Laggards
ALUR,33.67,5.68,-49.8,-81.14,-99.86,0.0006,Laggards
LEADERS_AVG,,,,107.98647058823528,,,Summary
LAGGARDS_AVG,,,,-40.065294117647056,,,Summary
