Symbol,5 Day,20 Day,50 Day,100 Day,200 Day,Ratio,Group
SGHC,2.99,-10.47,22.96,69.85,90.08,0.0012,Leaders
SAND,-0.75,15.72,22.93,11.9,16.86,0.0012,Leaders
NEM,-3.1,10.55,22.91,-1.45,8.47,0.0081,Leaders
CELH,14.91,14.79,22.78,10.87,-60.16,0.006,Leaders
NTNX,3.8,13.16,22.67,22.42,29.87,0.013,Leaders
LZ,-4.66,7.65,22.62,34.85,2.69,0.0016,Leaders
AMGN,-2.51,5.11,22.5,1.48,-4.35,0.0545,Leaders
IAC,4.48,11.74,22.48,-1.55,-5.89,0.0087,Leaders
SBS,-4.01,6.35,22.46,8.39,13.13,0.003,Leaders
ICE,-0.22,7.95,22.45,7.32,22.59,0.0304,Leaders
SWTX,-4.3,-10.63,22.35,66.2,15.67,0.0084,Leaders
POET,1.86,3.36,-22.14,8.77,125.46,0.0007,Laggards
SWKS,-3.84,7.35,-22.16,-25.45,-30.97,0.012,Laggards
TEVA,-4.8,0.03,-22.16,-8.91,-11.71,0.0028,Laggards
CRVS,-11.59,7.52,-22.23,-48.16,87.76,0.0007,Laggards
OLMA,-4.55,-6.77,-22.32,-61.9,-78.12,0.0007,Laggards
CMPS,-11.74,-12.34,-22.33,-49.78,-68.45,0.0005,Laggards
RC,-1.43,-21.77,-22.38,-23.77,-42.82,0.0009,Laggards
CRGY,3.99,-13.33,-22.47,-4.57,-12.48,0.002,Laggards
WFRD,-4.44,-13.31,-22.5,-31.81,-60.06,0.0093,Laggards
SM,3.49,-2.34,-22.51,-25.79,-39.7,0.0055,Laggards
IDYA,-4.45,-9.16,-22.65,-35.85,-60.85,0.0032,Laggards
NXE,5.63,-2.91,-22.74,-30.64,-38.37,0.0009,Laggards
SVV,-0.47,-6.78,-22.85,-24.94,-57.68,0.0012,Laggards
EDU,-8.01,1.46,-22.87,-21.01,-46.64,0.0082,Laggards
AVTR,-1.75,-2.0,-22.94,-25.78,-40.8,0.0029,Laggards
KTB,0.91,-20.4,-23.02,-13.63,-17.71,0.0113,Laggards
GLBE,4.01,-7.6,-23.26,3.89,20.6,0.0068,Laggards
CRNX,0.47,7.42,-23.35,-37.29,-33.07,0.0062,Laggards
RCKT,-2.76,-9.53,-23.41,-48.07,-69.73,0.0015,Laggards
MEG,-8.19,-10.42,-23.46,-41.29,-74.0,0.0027,Laggards
RKLB,4.18,-6.53,-23.59,81.47,363.2,0.0035,Laggards
MNSO,-16.71,-2.49,-23.67,6.1,-27.02,0.0032,Laggards
TAC,-0.7,-5.67,-23.7,-3.04,29.04,0.0017,Laggards
TTEK,-1.87,1.44,-23.75,-37.82,-37.37,0.0051,Laggards
PBF,-13.42,-10.27,-23.81,-36.83,-64.55,0.0034,Laggards
JBLU,-1.63,-13.26,-23.82,-20.33,-5.15,0.001,Laggards
APLS,-5.01,-7.89,-23.94,-8.37,-48.09,0.0042,Laggards
ONTO,0.42,-7.16,-24.14,-30.36,-41.57,0.0244,Laggards
VYX,-3.09,-11.66,-24.21,-20.64,-31.13,0.0018,Laggards
LC,6.04,-2.97,-24.28,-13.58,33.07,0.002,Laggards
IREN,3.0,-20.71,-24.29,-16.17,-22.5,0.0013,Laggards
BRKR,-6.83,-10.54,-24.36,-22.3,-38.93,0.0077,Laggards
BRY,-2.27,-17.57,-24.52,-34.68,-52.9,0.0006,Laggards
CARS,4.59,-18.41,-24.56,-21.27,-48.31,0.0021,Laggards
WGO,-3.86,-13.99,-24.77,-33.47,-49.55,0.0061,Laggards
HBI,0.23,2.46,-24.77,-12.4,10.6,0.001,Laggards
RDDT,-2.12,-20.93,-24.82,54.26,120.25,0.0217,Laggards
RIOT,10.74,-9.11,-24.91,-8.85,-18.82,0.0015,Laggards
VRT,3.59,6.58,-24.95,-15.72,-7.13,0.0162,Laggards
BLMN,1.43,-22.92,-24.97,-44.63,-66.13,0.0015,Laggards
ACVA,2.45,-8.0,-25.03,-12.12,-21.66,0.0027,Laggards
INFA,-1.03,-0.38,-25.1,-29.95,-42.44,0.0032,Laggards
ENVX,6.57,-6.37,-25.17,-14.38,-22.59,0.0015,Laggards
XYZ,5.07,-1.46,-25.32,-13.12,-11.6,0.0109,Laggards
VKTX,-3.47,3.88,-25.34,-61.78,-56.93,0.0051,Laggards
PLAY,10.15,-8.49,-25.43,-42.69,-67.63,0.0037,Laggards
CBRL,2.11,-8.24,-25.52,-12.16,-27.6,0.0071,Laggards
SHAK,6.77,-13.81,-25.56,-12.86,-4.86,0.0166,Laggards
RDNT,4.1,-10.24,-25.72,-21.21,-20.16,0.009,Laggards
DV,-3.35,-32.37,-25.86,-16.94,-27.76,0.0025,Laggards
JOBY,3.66,3.75,-26.12,31.9,30.01,0.0012,Laggards
GDHG,68.66,112.12,-26.18,-8.14,-91.58,0.0003,Laggards
RDW,3.38,-26.18,-26.33,34.92,114.88,0.002,Laggards
LBRT,2.15,-11.8,-26.43,-14.19,-41.55,0.0026,Laggards
CNR,2.11,2.48,-26.53,-29.73,-33.0,0.013,Laggards
VLRS,0.36,-13.18,-26.56,-19.61,-25.79,0.001,Laggards
KSS,9.95,-18.65,-26.74,-47.5,-62.96,0.0016,Laggards
PRTH,2.51,-21.51,-26.84,53.74,82.67,0.0014,Laggards
CAR,0.84,-26.23,-26.85,-25.65,-53.45,0.0105,Laggards
AI,5.44,-9.01,-26.91,-6.38,-29.83,0.0041,Laggards
TSLA,15.34,-12.17,-26.96,4.12,50.29,0.0483,Laggards
NSSC,-3.85,5.18,-27.0,-34.99,-58.8,0.0043,Laggards
PRCT,1.54,-2.92,-27.02,-10.75,-18.5,0.0106,Laggards
STKL,-5.55,-25.4,-27.33,-10.07,-24.46,0.0009,Laggards
BOOT,6.49,-8.88,-27.38,-28.19,-21.68,0.0195,Laggards
NNOX,3.35,5.27,-27.67,6.58,-31.92,0.0011,Laggards
HAIN,-8.35,-5.82,-27.75,-54.61,-60.86,0.0007,Laggards
AAON,-0.52,-12.77,-27.83,-24.0,7.53,0.0145,Laggards
EYPT,-6.0,10.88,-27.86,-32.56,-40.24,0.0011,Laggards
ULCC,-9.43,-22.66,-27.97,-18.65,-4.77,0.001,Laggards
DNLI,-6.03,-24.99,-28.0,-42.86,-37.59,0.0026,Laggards
DNA,-2.53,-22.78,-28.15,-4.94,-72.61,0.0013,Laggards
CRDO,5.84,-12.49,-28.25,29.67,95.74,0.0088,Laggards
NWL,-0.27,9.11,-28.3,-20.78,-16.71,0.0012,Laggards
GPRK,-7.69,-8.53,-28.32,-3.03,-30.96,0.0013,Laggards
FTDR,1.78,-28.08,-28.36,-20.93,-2.01,0.0068,Laggards
WST,-1.44,8.5,-28.58,-23.89,-36.03,0.0402,Laggards
AAOI,4.57,-14.84,-28.62,28.45,112.69,0.0039,Laggards
RUM,-2.86,-14.66,-28.7,41.72,23.84,0.0014,Laggards
SOUN,0.65,12.94,-28.81,99.73,100.13,0.0018,Laggards
PSNL,-0.58,-12.46,-28.88,-17.77,175.44,0.0007,Laggards
SDRL,3.78,-6.02,-28.88,-33.01,-55.8,0.0045,Laggards
DENN,-0.1,-22.96,-28.95,-38.63,-54.55,0.0007,Laggards
SPCE,14.8,1.66,-28.98,-42.0,-85.65,0.0007,Laggards
NVCR,-0.66,-3.27,-29.03,18.86,-22.32,0.0034,Laggards
NRIX,-5.86,-17.27,-29.08,-48.52,-25.36,0.0023,Laggards
FTAI,5.78,-7.81,-29.17,-19.25,39.06,0.0199,Laggards
DAWN,-5.78,-28.17,-29.34,-42.38,-43.93,0.0014,Laggards
GKOS,2.49,-9.78,-29.4,-16.9,-12.6,0.0187,Laggards
PRG,3.77,2.04,-29.54,-32.53,-32.07,0.0048,Laggards
MATV,5.3,0.03,-29.59,-56.07,-68.41,0.0012,Laggards
FWRD,5.53,-17.49,-29.66,-40.48,7.23,0.0038,Laggards
NEOG,-6.36,-11.37,-29.67,-35.15,-53.28,0.0015,Laggards
VTLE,5.73,-15.53,-29.91,-15.58,-57.32,0.004,Laggards
MYGN,-3.01,-23.97,-29.93,-53.01,-64.33,0.0017,Laggards
FSLR,-4.79,-12.15,-30.05,-34.4,-60.6,0.0223,Laggards
DATS,-13.47,-12.35,-30.16,34.86,72.51,0.0004,Laggards
AAL,2.88,-19.13,-30.24,-9.34,-6.13,0.0021,Laggards
SHOO,4.85,-24.68,-30.37,-38.01,-45.44,0.0048,Laggards
TERN,6.37,-2.29,-30.53,-46.68,-49.31,0.0006,Laggards
PVH,4.38,-8.11,-30.66,-24.93,-50.79,0.012,Laggards
VERX,0.72,-15.39,-30.67,-15.28,-3.26,0.0061,Laggards
EWCZ,-0.68,-30.86,-31.0,-36.84,-72.74,0.0007,Laggards
TER,-0.71,-16.28,-31.03,-17.69,-43.62,0.0158,Laggards
CORZ,4.65,-1.97,-31.19,-29.67,27.31,0.0016,Laggards
WNC,-3.92,4.06,-31.4,-37.44,-56.13,0.0019,Laggards
PSN,0.46,6.52,-31.64,-41.28,-27.61,0.0105,Laggards
NRDS,2.92,-5.98,-31.65,-16.07,-38.31,0.0016,Laggards
SKYT,-4.95,-8.49,-31.7,-21.63,1.15,0.0014,Laggards
TXG,-5.07,-4.37,-31.82,-32.23,-60.7,0.0018,Laggards
PLTK,-6.46,-31.68,-32.08,-40.18,-56.1,0.0008,Laggards
MANH,-0.31,4.18,-32.14,-34.75,-26.02,0.0309,Laggards
ARKO,3.14,-40.76,-32.43,-37.7,-40.62,0.0007,Laggards
LSPD,-7.57,-20.15,-32.56,-31.78,-40.41,0.0017,Laggards
MXL,-0.95,-11.82,-32.6,-9.6,-27.28,0.0023,Laggards
ODP,-10.83,-19.99,-32.98,-53.2,-71.79,0.0025,Laggards
VERA,-4.91,3.46,-33.1,-33.23,-40.21,0.0047,Laggards
OMI,-7.71,48.68,-33.12,-30.17,-55.29,0.0016,Laggards
EMBC,-7.28,-1.67,-33.23,-5.03,-5.85,0.0022,Laggards
ACHC,-3.29,-25.24,-33.31,-42.43,-67.72,0.005,Laggards
FIP,0.08,-2.76,-33.33,-39.65,-36.53,0.0009,Laggards
WWW,4.16,-1.9,-33.8,-7.62,1.1,0.0025,Laggards
BMBL,-6.02,-9.78,-34.09,-31.93,-68.44,0.0008,Laggards
CIFR,0.94,-31.94,-34.09,-40.69,-25.88,0.0006,Laggards
VSTS,-7.98,-17.31,-34.13,-25.18,-24.66,0.0018,Laggards
RH,12.8,-21.92,-34.3,-20.13,-13.3,0.0447,Laggards
CRNC,-5.89,-16.72,-34.32,239.05,203.66,0.0017,Laggards
ILMN,1.1,-2.72,-34.44,-37.29,-20.34,0.0153,Laggards
WULF,4.81,-8.55,-34.48,-44.91,29.25,0.0006,Laggards
TH,5.38,24.59,-34.59,-17.84,-55.26,0.0011,Laggards
BTDR,9.54,-7.46,-34.75,55.41,53.94,0.002,Laggards
JANX,-0.9,-1.87,-35.0,-39.87,-43.58,0.0055,Laggards
CTKB,-4.84,-15.55,-35.67,-9.32,-31.14,0.0007,Laggards
BILL,7.54,-0.92,-35.81,-6.46,-6.91,0.0088,Laggards
MRVL,1.72,-22.08,-35.88,-10.1,0.85,0.0126,Laggards
XRX,-6.66,-25.87,-36.02,-42.64,-66.44,0.001,Laggards
GCI,0.98,-18.62,-36.29,-42.95,-31.22,0.0005,Laggards
RCUS,-1.96,-6.63,-36.33,-43.42,-52.0,0.0016,Laggards
FUBO,0.24,-14.85,-36.33,110.31,154.71,0.0006,Laggards
DJT,0.56,-14.74,-36.63,-45.36,-62.81,0.0036,Laggards
GLOB,-6.24,-12.18,-36.7,-39.84,-24.25,0.0225,Laggards
FRPT,-2.26,-13.89,-36.8,-32.88,-40.96,0.0154,Laggards
SRPT,-26.32,-24.09,-37.0,-41.1,-45.24,0.0132,Laggards
LPRO,-17.23,-31.82,-37.01,-37.62,-59.82,0.0006,Laggards
DNUT,1.7,-35.17,-37.23,-50.58,-53.9,0.001,Laggards
DECK,4.5,-7.41,-37.37,-25.14,-38.88,0.0216,Laggards
LAES,-17.59,7.21,-37.55,692.68,180.91,0.0005,Laggards
SMTC,0.68,13.61,-37.78,-10.58,-1.08,0.007,Laggards
HUT,6.09,-12.36,-38.09,-5.68,36.92,0.0024,Laggards
RUN,-10.09,-21.25,-38.11,-54.9,-63.43,0.0011,Laggards
CLMT,-5.57,-11.82,-38.19,-39.48,-30.3,0.0022,Laggards
PHUN,1.39,-4.48,-39.2,-70.34,-56.61,0.0005,Laggards
VIR,1.15,-20.37,-39.76,-3.05,-40.95,0.0012,Laggards
EBS,-2.67,-16.37,-40.67,-35.14,-5.94,0.001,Laggards
ALAB,0.77,-9.22,-41.03,2.23,11.54,0.0128,Laggards
XPOF,-12.18,-38.87,-41.46,-33.38,-20.42,0.0014,Laggards
VSCO,4.95,-21.67,-41.91,-23.97,-13.38,0.0037,Laggards
SHLS,0.52,-22.29,-42.12,-35.33,-62.82,0.0006,Laggards
XNCR,-1.86,-10.41,-42.18,-38.1,-53.87,0.0022,Laggards
TNDM,2.99,-33.26,-42.45,-33.53,-68.72,0.0036,Laggards
QMCO,-21.5,34.56,-42.67,247.88,74.19,0.003,Laggards
NEO,1.62,-5.44,-42.86,-21.57,-32.61,0.0018,Laggards
BKKT,6.17,9.42,-43.03,29.11,-24.77,0.0024,Laggards
DYN,-0.98,-5.23,-43.7,-58.98,-69.55,0.0021,Laggards
FLYW,-5.36,-38.35,-43.71,-41.22,-48.83,0.0017,Laggards
ASPN,-5.44,-5.4,-43.73,-62.09,-84.63,0.0012,Laggards
TNON,-14.31,-22.86,-44.59,-72.29,-91.51,0.0002,Laggards
ANF,-5.62,-18.73,-45.13,-43.24,-62.23,0.0138,Laggards
XIFR,3.18,6.01,-46.08,-52.78,-78.14,0.0016,Laggards
FTRE,-7.44,-34.51,-46.39,-45.06,-71.22,0.0016,Laggards
ELF,-3.55,-10.3,-46.62,-40.53,-74.81,0.0112,Laggards
IOVA,-4.57,-30.99,-46.83,-65.28,-64.19,0.0006,Laggards
GPRE,-11.27,-17.46,-46.85,-55.26,-79.43,0.0009,Laggards
RCAT,1.65,-10.78,-46.9,123.0,517.18,0.001,Laggards
FNKO,-0.1,-40.8,-47.11,-37.44,-31.59,0.0013,Laggards
LUNR,14.93,-42.06,-48.39,16.09,79.16,0.0016,Laggards
TTD,3.4,-16.42,-48.62,-49.63,-46.19,0.0103,Laggards
ATOM,-7.19,5.37,-48.8,72.42,40.1,0.001,Laggards
ALUR,33.67,5.68,-49.8,-81.14,-99.86,0.0006,Laggards
AMRC,10.05,-25.85,-49.82,-56.99,-71.78,0.0022,Laggards
SERV,-2.14,-21.27,-51.08,-19.32,180.59,0.0014,Laggards
SNBR,-3.9,-49.84,-51.67,-48.19,-65.16,0.0012,Laggards
ARVN,-2.66,-44.99,-54.01,-66.08,-79.43,0.0015,Laggards
FCEL,-20.91,-22.88,-54.61,-47.84,-91.29,0.0009,Laggards
IRBT,-10.38,-51.72,-65.48,-57.25,-73.2,0.0006,Laggards
FLNC,-3.66,-15.97,-66.44,-73.65,-85.28,0.0009,Laggards
BZAI,-6.99,-10.68,-72.99,-71.33,-80.43,0.0006,Laggards
LEADERS_AVG,,,53.66048128342246,,,,Summary
LAGGARDS_AVG,,,-32.46229946524064,,,,Summary
