Symbol,5 Day,20 Day,50 Day,100 Day,200 Day,Ratio,Group
WIT,0.99,-4.61,-8.28,-51.59,-48.69,0.0005,Laggards
ZGN,-2.85,-11.2,-5.27,-8.27,-48.75,0.0013,Laggards
FLYW,-5.36,-38.35,-43.71,-41.22,-48.83,0.0017,Laggards
AAP,0.35,-6.25,-12.23,6.31,-48.85,0.0067,Laggards
NE,-1.26,-5.16,-21.5,-21.62,-48.88,0.0042,Laggards
MBLY,0.38,-4.13,-7.42,21.14,-48.9,0.0026,Laggards
AEO,4.11,-4.88,-19.87,-34.77,-48.94,0.0022,Laggards
AXL,-1.63,-12.42,-17.59,-23.3,-49.0,0.0008,Laggards
GOGL,-0.48,-11.56,-9.69,-26.58,-49.15,0.0014,Laggards
RIG,0.26,0.6,-16.5,-21.28,-49.19,0.0006,Laggards
TERN,6.37,-2.29,-30.53,-46.68,-49.31,0.0006,Laggards
WGO,-3.86,-13.99,-24.77,-33.47,-49.55,0.0061,Laggards
ASH,-1.68,-7.45,-15.54,-30.21,-49.59,0.0099,Laggards
GOTU,-20.68,35.44,65.68,7.65,-49.95,0.0006,Laggards
WING,2.32,-2.15,-17.41,-37.4,-50.03,0.0386,Laggards
FL,-3.94,-7.24,-19.49,-32.87,-50.07,0.0028,Laggards
ELAN,-1.16,-0.18,-4.9,-13.16,-50.26,0.0019,Laggards
TRMD,-2.63,2.71,-6.85,-25.98,-50.47,0.0032,Laggards
MCHP,-4.11,-7.8,-1.15,-27.64,-50.52,0.0093,Laggards
PVH,4.38,-8.11,-30.66,-24.93,-50.79,0.012,Laggards
XRAY,-0.28,-13.46,-13.63,-30.95,-50.8,0.0027,Laggards
ICLR,-2.34,-3.78,-13.37,-15.64,-51.01,0.032,Laggards
DLTR,4.37,-3.79,-0.55,5.65,-51.03,0.0121,Laggards
CIVI,2.37,-21.33,-21.77,-25.57,-51.1,0.0063,Laggards
IMNM,-11.47,-9.23,-21.0,-32.0,-51.44,0.0014,Laggards
FIVE,4.91,-5.88,-17.84,-8.62,-51.53,0.0137,Laggards
SIG,25.09,23.84,-15.19,-32.6,-51.55,0.0106,Laggards
RCUS,-1.96,-6.63,-36.33,-43.42,-52.0,0.0016,Laggards
STM,-5.81,-7.67,-1.25,-13.12,-52.05,0.0042,Laggards
MAX,1.28,-9.54,-9.6,-48.32,-52.08,0.0017,Laggards
GDRX,2.41,-0.53,10.96,-24.58,-52.21,0.0008,Laggards
STLA,-3.94,-8.49,-1.29,-9.27,-52.44,0.0021,Laggards
FOXF,2.66,2.83,-8.13,-29.94,-52.49,0.0045,Laggards
VAL,1.8,1.6,-8.39,-20.55,-52.65,0.0069,Laggards
CLF,-10.1,-13.08,-2.17,-28.22,-52.7,0.0016,Laggards
CRVO,16.71,381.73,393.83,-21.13,-52.72,0.0019,Laggards
JACK,-5.04,-11.96,-16.01,-32.29,-52.73,0.0053,Laggards
PARR,-4.68,-4.74,-13.11,-14.45,-52.85,0.0025,Laggards
BRY,-2.27,-17.57,-24.52,-34.68,-52.9,0.0006,Laggards
INDV,-0.53,26.03,-13.91,12.92,-53.11,0.0018,Laggards
NABL,-3.58,-22.93,-17.52,-38.53,-53.22,0.0013,Laggards
SYRE,0.96,-6.93,-18.27,-44.66,-53.22,0.0033,Laggards
PII,-4.08,-1.66,-18.82,-37.55,-53.26,0.0074,Laggards
NEOG,-6.36,-11.37,-29.67,-35.15,-53.28,0.0015,Laggards
HAFN,-1.18,-7.24,-17.45,-27.69,-53.31,0.0008,Laggards
CAR,0.84,-26.23,-26.85,-25.65,-53.45,0.0105,Laggards
EL,-3.72,-6.15,-5.44,-21.25,-53.47,0.0117,Laggards
NUS,-12.66,-0.45,13.8,21.75,-53.61,0.0013,Laggards
COTY,-3.23,-3.91,-16.1,-26.12,-53.66,0.001,Laggards
AVDL,-5.14,7.12,-17.66,-33.08,-53.83,0.0015,Laggards
XNCR,-1.86,-10.41,-42.18,-38.1,-53.87,0.0022,Laggards
DNUT,1.7,-35.17,-37.23,-50.58,-53.9,0.001,Laggards
CSAN,-4.72,13.05,1.25,-34.38,-54.26,0.0009,Laggards
CLSK,6.62,2.37,-10.34,-22.13,-54.37,0.0015,Laggards
DENN,-0.1,-22.96,-28.95,-38.63,-54.55,0.0007,Laggards
SMCI,-2.15,-15.56,30.48,-11.04,-54.93,0.0072,Laggards
NVO,-7.64,-13.24,-9.49,-32.86,-54.96,0.0131,Laggards
TH,5.38,24.59,-34.59,-17.84,-55.26,0.0011,Laggards
OMI,-7.71,48.68,-33.12,-30.17,-55.29,0.0016,Laggards
GES,-8.52,2.51,-10.55,-30.73,-55.52,0.002,Laggards
CSTM,-8.88,8.59,8.21,0.96,-55.52,0.002,Laggards
XPRO,-1.25,-14.75,-19.29,-19.8,-55.66,0.0018,Laggards
SDRL,3.78,-6.02,-28.88,-33.01,-55.8,0.0045,Laggards
LPG,4.18,7.73,-0.36,-18.59,-56.01,0.0041,Laggards
PLTK,-6.46,-31.68,-32.08,-40.18,-56.1,0.0008,Laggards
WNC,-3.92,4.06,-31.4,-37.44,-56.13,0.0019,Laggards
CMTG,-1.87,45.77,7.7,-34.13,-56.14,0.0007,Laggards
PHUN,1.39,-4.48,-39.2,-70.34,-56.61,0.0005,Laggards
CAL,5.88,11.38,-15.86,-37.84,-56.7,0.0031,Laggards
ARHS,4.17,-11.92,6.67,12.88,-56.8,0.0017,Laggards
STOK,-9.52,1.13,-4.93,-29.7,-56.86,0.0014,Laggards
VKTX,-3.47,3.88,-25.34,-61.78,-56.93,0.0051,Laggards
NFE,20.69,15.71,-12.42,42.13,-56.96,0.0021,Laggards
CSIQ,-4.14,-6.4,-21.24,-26.89,-57.13,0.0017,Laggards
BAK,-10.65,-12.95,-1.42,-39.7,-57.22,0.0006,Laggards
VTLE,5.73,-15.53,-29.91,-15.58,-57.32,0.004,Laggards
AMBC,3.2,-20.0,-20.66,-20.89,-57.35,0.0015,Laggards
SVV,-0.47,-6.78,-22.85,-24.94,-57.68,0.0012,Laggards
OLN,0.1,-0.15,-17.11,-37.36,-58.18,0.0044,Laggards
STNG,-2.42,-1.09,-21.14,-34.84,-58.34,0.0069,Laggards
NSSC,-3.85,5.18,-27.0,-34.99,-58.8,0.0043,Laggards
GCT,3.67,-9.28,-17.32,-34.39,-58.94,0.0027,Laggards
ADNT,-2.27,-14.95,-15.43,-32.48,-59.37,0.0024,Laggards
DBI,12.66,-5.02,-19.94,-22.52,-59.76,0.0007,Laggards
LPRO,-17.23,-31.82,-37.01,-37.62,-59.82,0.0006,Laggards
WFRD,-4.44,-13.31,-22.5,-31.81,-60.06,0.0093,Laggards
CELH,14.91,14.79,22.78,10.87,-60.16,0.006,Laggards
FSLR,-4.79,-12.15,-30.05,-34.4,-60.6,0.0223,Laggards
TXG,-5.07,-4.37,-31.82,-32.23,-60.7,0.0018,Laggards
IDYA,-4.45,-9.16,-22.65,-35.85,-60.85,0.0032,Laggards
HAIN,-8.35,-5.82,-27.75,-54.61,-60.86,0.0007,Laggards
ENPH,-4.2,-2.33,-8.22,-25.15,-61.1,0.0108,Laggards
TDW,4.62,-8.46,-18.59,-27.13,-61.71,0.0076,Laggards
ASC,-1.13,3.21,-16.64,-30.72,-61.85,0.0018,Laggards
ANF,-5.62,-18.73,-45.13,-43.24,-62.23,0.0138,Laggards
DJT,0.56,-14.74,-36.63,-45.36,-62.81,0.0036,Laggards
SHLS,0.52,-22.29,-42.12,-35.33,-62.82,0.0006,Laggards
KSS,9.95,-18.65,-26.74,-47.5,-62.96,0.0016,Laggards
RUN,-10.09,-21.25,-38.11,-54.9,-63.43,0.0011,Laggards
ATKR,-6.39,1.12,-21.24,-25.26,-63.88,0.0109,Laggards
AMN,-2.04,-5.25,-5.07,-37.57,-63.97,0.0042,Laggards
IOVA,-4.57,-30.99,-46.83,-65.28,-64.19,0.0006,Laggards
MYGN,-3.01,-23.97,-29.93,-53.01,-64.33,0.0017,Laggards
MODG,6.85,6.74,-17.48,-28.86,-64.36,0.0012,Laggards
PBF,-13.42,-10.27,-23.81,-36.83,-64.55,0.0034,Laggards
STAA,-0.72,13.16,-20.59,-40.83,-64.71,0.0031,Laggards
EVH,-4.73,-1.31,-20.63,-59.0,-65.08,0.0017,Laggards
SNBR,-3.9,-49.84,-51.67,-48.19,-65.16,0.0012,Laggards
NVAX,-9.86,7.38,-17.43,-20.35,-65.7,0.0013,Laggards
BYND,-6.46,-9.61,-4.4,-46.3,-65.83,0.0006,Laggards
BLMN,1.43,-22.92,-24.97,-44.63,-66.13,0.0015,Laggards
XRX,-6.66,-25.87,-36.02,-42.64,-66.44,0.001,Laggards
JELD,-1.15,11.02,-16.65,-55.55,-67.49,0.0011,Laggards
CE,0.91,15.97,-5.87,-52.9,-67.62,0.0103,Laggards
PLAY,10.15,-8.49,-25.43,-42.69,-67.63,0.0037,Laggards
ACHC,-3.29,-25.24,-33.31,-42.43,-67.72,0.005,Laggards
MATV,5.3,0.03,-29.59,-56.07,-68.41,0.0012,Laggards
BMBL,-6.02,-9.78,-34.09,-31.93,-68.44,0.0008,Laggards
CMPS,-11.74,-12.34,-22.33,-49.78,-68.45,0.0005,Laggards
ARRY,-11.96,-14.63,-13.69,-14.36,-68.66,0.0009,Laggards
TNDM,2.99,-33.26,-42.45,-33.53,-68.72,0.0036,Laggards
NTLA,-4.45,-15.51,-20.0,-40.93,-68.96,0.0016,Laggards
DYN,-0.98,-5.23,-43.7,-58.98,-69.55,0.0021,Laggards
RCKT,-2.76,-9.53,-23.41,-48.07,-69.73,0.0015,Laggards
TROX,-0.53,-2.64,-15.86,-38.34,-70.12,0.0013,Laggards
GPCR,-5.03,3.7,-19.61,-43.3,-70.23,0.0036,Laggards
FTRE,-7.44,-34.51,-46.39,-45.06,-71.22,0.0016,Laggards
AMRC,10.05,-25.85,-49.82,-56.99,-71.78,0.0022,Laggards
ODP,-10.83,-19.99,-32.98,-53.2,-71.79,0.0025,Laggards
KURA,3.31,0.69,0.88,-55.61,-72.2,0.0013,Laggards
DNA,-2.53,-22.78,-28.15,-4.94,-72.61,0.0013,Laggards
SEDG,-2.66,-3.22,17.29,7.46,-72.69,0.003,Laggards
EWCZ,-0.68,-30.86,-31.0,-36.84,-72.74,0.0007,Laggards
IRBT,-10.38,-51.72,-65.48,-57.25,-73.2,0.0006,Laggards
MEG,-8.19,-10.42,-23.46,-41.29,-74.0,0.0027,Laggards
ELF,-3.55,-10.3,-46.62,-40.53,-74.81,0.0112,Laggards
BYON,-10.64,-21.97,-10.61,-18.45,-75.36,0.0009,Laggards
OLMA,-4.55,-6.77,-22.32,-61.9,-78.12,0.0007,Laggards
XIFR,3.18,6.01,-46.08,-52.78,-78.14,0.0016,Laggards
ARVN,-2.66,-44.99,-54.01,-66.08,-79.43,0.0015,Laggards
GPRE,-11.27,-17.46,-46.85,-55.26,-79.43,0.0009,Laggards
LAZR,-1.78,19.31,-15.59,-46.87,-79.83,0.0011,Laggards
BZAI,-6.99,-10.68,-72.99,-71.33,-80.43,0.0006,Laggards
ASPN,-5.44,-5.4,-43.73,-62.09,-84.63,0.0012,Laggards
FLNC,-3.66,-15.97,-66.44,-73.65,-85.28,0.0009,Laggards
WOLF,5.03,4.87,11.19,-56.17,-85.41,0.0011,Laggards
MRNA,-3.18,4.4,-18.3,-34.94,-85.49,0.0059,Laggards
SPCE,14.8,1.66,-28.98,-42.0,-85.65,0.0007,Laggards
SITC,1.19,-6.57,-9.49,-21.4,-86.4,0.0023,Laggards
FCEL,-20.91,-22.88,-54.61,-47.84,-91.29,0.0009,Laggards
TNON,-14.31,-22.86,-44.59,-72.29,-91.51,0.0002,Laggards
RILY,-10.15,-6.53,-8.95,-30.27,-91.53,0.0007,Laggards
GDHG,68.66,112.12,-26.18,-8.14,-91.58,0.0003,Laggards
QXO,4.52,16.07,-7.14,-7.85,-98.44,0.0024,Laggards
ALUR,33.67,5.68,-49.8,-81.14,-99.86,0.0006,Laggards
TNXP,85.78,251.5,19.89,80.17,-102.64,0.0053,Laggards
MLGO,250.76,210.4,565.58,202.21,-103.18,0.0024,Laggards
LEADERS_AVG,,,,,154.41342245989304,,Summary
LAGGARDS_AVG,,,,,-59.75069518716578,,Summary
